date,PriceUSD,FlowInExNtv,FlowOutExNtv,SplyExNtv,CapMVRVCur,IRX,rf
2018-06-20,535.268937756,391648.633468,451622.025697,11610302.3707,1.21750926,1.88800001144,5.17260277108e-05
2018-06-21,525.611178258,317269.057337,339854.184376,11587717.2437,1.19710454,1.88999998569,5.17808215259e-05
2018-06-22,462.9670827,582339.958886,520349.858888,11649707.3437,1.0638575,1.87000000477,5.1232876843e-05
2018-06-23,475.245240503,264113.110894,252318.886341,11661501.5683,1.09176427,1.87000000477,5.1232876843e-05
2018-06-24,454.388768264,391365.898514,312101.819211,11740765.6476,1.04817453,1.87000000477,5.1232876843e-05
2018-06-25,459.194290181,499908.218572,389461.942545,11851211.9236,1.0628783,1.85300004482,5.07671245157e-05
2018-06-26,432.493081531,385789.414016,343395.005016,11893606.3326,1.00675517,1.89300000668,5.18630138815e-05
2018-06-27,441.675166861,410826.605235,394218.009957,11910214.9279,1.03004605,1.87999999523,5.15068491844e-05
2018-06-28,419.79145412,318803.098531,307094.610544,11921923.4159,0.98368254,1.87999999523,5.15068491844e-05
2018-06-29,436.736421099,421113.788883,340808.584044,12002228.6207,1.02454718,1.87999999523,5.15068491844e-05
2018-06-30,451.723416715,230555.565279,209004.469962,12023779.716,1.05897491,1.87999999523,5.15068491844e-05
2018-07-01,451.798441555,195648.363992,202488.117781,12016939.9622,1.05943096,1.87999999523,5.15068491844e-05
2018-07-02,475.989448568,278883.422815,324701.778753,11971121.6063,1.11439496,1.89499998093,5.19178076966e-05
2018-07-03,461.75169024,344639.208121,349970.734909,11965790.0795,1.08587639,1.93299996853,5.29589032474e-05
2018-07-04,465.729150205,268957.148158,330776.106281,11903971.1214,1.09527063,1.93299996853,5.29589032474e-05
2018-07-05,467.058666277,347430.309156,401874.152454,11849527.2781,1.10437233,1.90999996662,5.23287662088e-05
2018-07-06,468.512964641,333264.784805,367250.802883,11815541.26,1.10842193,1.90499997139,5.21917800381e-05
2018-07-07,480.533474868,251828.008601,215049.637289,11852319.6313,1.13642762,1.90499997139,5.21917800381e-05
2018-07-08,486.13205377,319006.585057,249463.448045,11921862.7683,1.14993373,1.90499997139,5.21917800381e-05
2018-07-09,471.721562537,321372.357888,315023.766995,11928211.3592,1.11767572,1.91499996185,5.24657523795e-05
2018-07-10,433.128439217,500722.146577,411163.713765,12017769.792,1.03375057,1.93499994278,5.30136970625e-05
2018-07-11,446.347075395,323309.843832,251952.956513,12089126.6793,1.06592173,1.91999995708,5.26027385503e-05
2018-07-12,423.881741964,265482.279529,227979.053164,12126629.9057,1.01629152,1.9279999733,5.28219170766e-05
2018-07-13,431.353682642,207749.006452,235864.28323,12098514.6289,1.03581228,1.9279999733,5.28219170766e-05
2018-07-14,433.919185856,207198.585081,188663.049616,12117050.1644,1.04277989,1.9279999733,5.28219170766e-05
2018-07-15,448.728067797,180371.750526,166603.411498,12130818.5034,1.07783434,1.9279999733,5.28219170766e-05
2018-07-16,477.365285798,412548.131448,295383.626834,12247983.008,1.1447682,1.93799996376,5.30958894181e-05
2018-07-17,499.43875979,414056.788027,370185.91418,12291853.8819,1.19509655,1.97500002384,5.41095896943e-05
2018-07-18,479.001641146,463953.329588,362716.878235,12393090.3332,1.14760033,1.96000003815,5.36986311821e-05
2018-07-19,468.405446815,361404.366806,301511.07782,12452983.6222,1.12358728,1.94799995422,5.33698617596e-05
2018-07-20,447.557971946,347569.092175,361826.123953,12438726.5904,1.07805741,1.93299996853,5.29589032474e-05
2018-07-21,461.986799532,222194.232886,213286.013844,12447634.8095,1.11213988,1.93299996853,5.29589032474e-05
2018-07-22,457.135277908,163101.245936,196922.621815,12413813.4336,1.10153969,1.93299996853,5.29589032474e-05
2018-07-23,448.95567329,401896.283759,322560.619034,12493149.0983,1.08408943,1.91999995708,5.26027385503e-05
2018-07-24,478.036987726,422437.630628,367141.750614,12548444.9784,1.15058252,1.96000003815,5.36986311821e-05
2018-07-25,472.696508475,369473.580232,301403.562786,12616514.9958,1.13801665,1.95299994946,5.35068479303e-05
2018-07-26,463.433338691,270902.139212,240200.306305,12647216.8287,1.11816576,1.94500005245,5.32876726699e-05
2018-07-27,469.311792811,246581.118858,266556.045969,12627241.9016,1.13261639,1.94500005245,5.32876726699e-05
2018-07-28,467.321788428,179485.485375,165286.085673,12641441.3013,1.12820618,1.94500005245,5.32876726699e-05
2018-07-29,466.918763589,169690.991159,144099.153322,12667033.1391,1.12755782,1.94500005245,5.32876726699e-05
2018-07-30,455.895673583,366641.10811,301324.645293,12732349.6019,1.10268067,1.94500005245,5.32876726699e-05
2018-07-31,431.79852367,342976.458648,293341.796804,12781984.2638,1.05001895,1.98500001431,5.43835620358e-05
2018-08-01,419.019926651,340850.5585,342819.127979,12780015.6943,1.0212763,1.97800004482,5.41917820499e-05
2018-08-02,410.974208358,459531.620008,286278.672301,12953268.642,1.00619777,1.96500003338,5.38356173528e-05
2018-08-03,417.253495617,326492.606531,292011.018102,12987750.2304,1.02234641,1.96000003815,5.36986311821e-05
2018-08-04,406.419219462,268706.112845,248871.403521,13007584.9398,0.99749273,1.96000003815,5.36986311821e-05
2018-08-05,408.949922852,241590.308541,181385.519067,13067789.7292,1.00389694,1.96000003815,5.36986311821e-05
2018-08-06,405.378087376,262016.553769,256304.404877,13073501.8781,0.99738708,1.96800005436,5.39178097085e-05
