offset,ExcessCAGR,ExcessSharpe,MaxDD
411,-0.03102615505844064,-0.0026692617291770694,-0.17815489497670178
412,-0.07295148245470495,-0.1853519706237737,-0.17815489497670178
413,-0.007210852708412041,0.09468852989787614,-0.178154894976702
414,0.02194097374684234,0.21114697716331188,-0.17815489497670167
415,0.006486231271251031,0.14986542031941702,-0.1781548949767019
416,-0.008676483664473822,0.08873534651937018,-0.17815489497670134
417,0.045872862407397186,0.3036033658270494,-0.17815489497670256
418,-0.0485887417689671,-0.07976324534539023,-0.17815489497670178
419,-0.05973878896814333,-0.12587730995892035,-0.17815489497670167
420,-0.024883812723305643,0.0215362360596421,-0.178154894976702
421,0.004300500411819286,0.1382376778910012,-0.178154894976702
422,-0.1097413989418029,-0.35539167697097,-0.19064404978012295
423,-0.1461749014569782,-0.5719701286987844,-0.22376305795911844
424,-0.12833116542546896,-0.48288458256052186,-0.20754268646102458
425,-0.14520293586771615,-0.5704854332120766,-0.2228795217169669
426,-0.10448337186375511,-0.3746707174567468,-0.1858645443946898
427,-0.11842806678164308,-0.4409462732808341,-0.19854056483459004
428,-0.08979201064246478,-0.29219856800492033,-0.17433015212231018
429,-0.10757378442512966,-0.3822067381145626,-0.18867389121650757
