name,family,flow_window,trend_window,quantile,hold,matched_control,eligible,score,development_excess_cagr,validation_excess_cagr,development_excess_sharpe,validation_excess_sharpe,validation_total_cagr,validation_max_dd,validation_ann_turnover,validation_sharpe_add,validation_dd_reduction,validation_cagr_retention
flow_riskoff_w1_q10_ma50,flow_riskoff,1.0,50.0,0.1,,price_trend_ma50,False,-0.8314645139463904,-0.08167058841667207,-0.04947441634530825,-0.04857586694344783,-0.09627927804298615,-0.010160402696994586,-0.16727436375744387,36.0,-0.270375766892863,-0.011393325992369863,-0.18435491744978677
flow_riskoff_w5_q10_ma100,flow_riskoff,5.0,100.0,0.1,,price_trend_ma100,False,-0.8540492979373795,-0.025480803245841566,-0.08761152488987001,0.1377236227615119,-0.2575654522728017,-0.04986998193551828,-0.16300821925921638,26.0,-0.4624655362013588,0.01514667571748618,-0.8037071438305347
extreme_inflow_q70_hold10_ma20,extreme_inflow_hold,,20.0,0.7,10.0,price_trend_ma20,False,-0.86393713955432,0.08261518123589395,-0.06667987099173345,0.39721419955638404,-0.1704586582646444,-0.028076985563090573,-0.20966442085702697,33.0,0.49283876456151726,0.03604543769707247,
extreme_outflow_reversal_q30_hold3,extreme_outflow_reversal,,,0.3,3.0,buy_hold,False,-0.8746336611148225,0.24178007162631077,-0.056342932647670096,0.7408941584112387,-0.01890626750451202,-0.01731028257776368,-0.27516133643427376,42.0,0.025065920868901886,0.04630846841187053,
flow_riskoff_w3_q30_ma50,flow_riskoff,3.0,50.0,0.3,,price_trend_ma50,False,-0.8748069849987795,-0.14321914733038055,0.0292910284282748,-0.25879554960089196,0.240521660239721,0.07185218861513065,-0.1727406010700696,36.0,0.06642517138984413,-0.016859563304995606,1.303718434767072
flow_riskoff_w5_q20_ma20,flow_riskoff,5.0,20.0,0.2,,price_trend_ma20,False,-0.8830796877538003,0.03733158835397776,-0.068079131370545,0.2825115216577351,-0.18220564023163713,-0.029533583369104388,-0.180637746684436,33.0,0.48109178259452456,0.06507211186966344,
flow_riskoff_w3_q10_ma20,flow_riskoff,3.0,20.0,0.1,,price_trend_ma20,False,-0.9196330781913318,-0.10897785951725769,-0.0357187166868812,-0.14570637586955174,-0.03191093756501014,0.004161395779912258,-0.17129885609081286,39.0,0.6313864852611515,0.07441100246328658,
flow_sign_w5,flow_sign,5.0,,,,buy_hold,False,-0.9298363057874564,0.2512137054897985,-0.12484524810565445,0.7251662599698603,-0.3276672565718082,-0.0886407098591685,-0.2696900801010119,26.0,-0.2836950681983943,0.05177972474513237,
flow_riskoff_w5_q30_ma20,flow_riskoff,5.0,20.0,0.3,,price_trend_ma20,False,-0.9551056537771874,0.1085384494405639,-0.06707837100538028,0.46229594741907826,-0.2121504340651134,-0.028492128275484085,-0.16582459865451193,35.0,0.45114698876104825,0.0798852598995875,
flow_sign_w10,flow_sign,10.0,,,,buy_hold,False,-0.9677527939089083,0.35834362620559235,-0.1304160023053379,0.9044571970308828,-0.38906398157403344,-0.09444009634546924,-0.1989237538223294,23.0,-0.34509179320061956,0.12254605102381488,
flow_riskoff_w3_q20_ma50,flow_riskoff,3.0,50.0,0.2,,price_trend_ma50,False,-1.0032510537220034,-0.1641636296617054,-0.038347921002717,-0.32528335339778774,-0.060602060210083,0.0014243225549979144,-0.17521069505267073,34.0,-0.23469854905995985,-0.019329657287596724,0.025843549205601904
flow_riskoff_w1_q30_ma50,flow_riskoff,1.0,50.0,0.3,,price_trend_ma50,False,-1.004893353096116,-0.13583147002879603,-0.005288999823539364,-0.26030882292507473,0.08483503409854498,0.03584701981241656,-0.16171937151782356,40.0,-0.08926145475133188,-0.005838333752749558,0.6504244541698844
flow_riskoff_w3_q10_ma100,flow_riskoff,3.0,100.0,0.1,,price_trend_ma100,False,-1.011461675715858,-0.17811440264045897,-0.06815894285844004,-0.3121164382994322,-0.15814100018359317,-0.02961510062546835,-0.18817462144163188,33.0,-0.36304108411215025,-0.010019726464929324,-0.4772784551782029
flow_riskoff_w1_q20_ma50,flow_riskoff,1.0,50.0,0.2,,price_trend_ma50,False,-1.0400249047579595,-0.16350386681701756,-0.04909828644936998,-0.3054249436925571,-0.0965352385870086,-0.009768796792394618,-0.16727436375744342,36.0,-0.27063172743688546,-0.011393325992369419,-0.17724944374285082
flow_riskoff_w3_q20_ma20,flow_riskoff,3.0,20.0,0.2,,price_trend_ma20,False,-1.0602077993027668,-0.0243170477947644,-0.08366433652446104,0.10474133096148984,-0.2568933225829615,-0.045761724394803416,-0.1806921843377125,37.0,0.4064041002432002,0.06501767421638693,
flow_confirm_w10_ma50,flow_confirm,10.0,50.0,,,price_trend_ma50,False,-1.0695728036572711,0.20384237322433996,-0.11853749593313079,0.659853791123009,-0.5204373788489074,-0.0820726008260787,-0.1880063255588047,22.0,-0.6945338676987842,-0.032125287793730695,-1.4891621918348363
flow_confirm_w3_ma50,flow_confirm,3.0,50.0,,,price_trend_ma50,False,-1.0998699433036054,-0.04744847542445063,-0.09759644757260189,0.053243222840131554,-0.37698728913196405,-0.06026802004243559,-0.18178719252169073,32.0,-0.5510837779818409,-0.02590615475661673,-1.0935300687512925
