candidate,split,cost,family,trend_window,quantile,hold,TotalReturn,TotalCAGR,TotalSharpe,MaxDD,Calmar,ExcessReturn,ExcessCAGR,ExcessSharpe,AnnTurnover,Trades,TimeInMarket,NPeriods
absorption_q80_hold5_ma50,development,base,absorption,50,0.8,5.0,0.14804425416105715,0.18836071569582757,1.7503642413831693,-0.04849802131899994,3.8838845497812917,0.1040349404456451,0.13169272137697252,1.2686708927050616,7.5,6,0.06506849315068493,292
absorption_q80_hold5_ma50,validation,base,absorption,50,0.8,5.0,0.15503670471094888,0.15503670471094888,1.4738943079395266,-0.07886147649485298,1.9659371292784202,0.10918313825627801,0.10918313825627801,1.0735728455674298,10.0,10,0.0684931506849315,365
absorption_q80_hold5_ma50,development,stress,absorption,50,0.8,5.0,0.1377084616879325,0.1750023499991371,1.630138762760687,-0.04992724583371122,3.5051472813462166,0.09409407642855627,0.11896971735740713,1.1512254645027808,7.5,6,0.06506849315068493,292
absorption_q80_hold5_ma50,validation,stress,absorption,50,0.8,5.0,0.13784482470183357,0.13784482470183357,1.3257034120650393,-0.08690760366710892,1.5861077614087105,0.09267186454776666,0.09267186454776666,0.925364147138494,10.0,10,0.0684931506849315,365
absorption_q80_hold5_ma100,development,base,absorption,100,0.8,5.0,0.14804425416105715,0.18836071569582757,1.7503642413831693,-0.04849802131899994,3.8838845497812917,0.1040349404456451,0.13169272137697252,1.2686708927050616,7.5,6,0.06506849315068493,292
absorption_q80_hold5_ma100,validation,base,absorption,100,0.8,5.0,0.07013546068944154,0.07013546068944154,0.839053849906948,-0.09832032713694971,0.713336323543252,0.027643423949026857,0.027643423949026857,0.36273203568120294,8.0,8,0.06575342465753424,365
absorption_q80_hold5_ma100,development,stress,absorption,100,0.8,5.0,0.1377084616879325,0.1750023499991371,1.630138762760687,-0.04992724583371122,3.5051472813462166,0.09409407642855627,0.11896971735740713,1.1512254645027808,7.5,6,0.06506849315068493,292
absorption_q80_hold5_ma100,validation,stress,absorption,100,0.8,5.0,0.057367485969917587,0.057367485969917587,0.697703533229224,-0.10375000945978585,0.5529395733901459,0.015381020200804896,0.015381020200804896,0.22157794963977845,8.0,8,0.06575342465753424,365
absorption_q80_hold10_ma50,development,base,absorption,50,0.8,10.0,0.27052557874558514,0.34889848248644917,1.9350330915395195,-0.06750482879492714,5.168496664829231,0.2218354581587605,0.2845940481175593,1.6317029599114943,5.0,4,0.1232876712328767,292
absorption_q80_hold10_ma50,validation,base,absorption,50,0.8,10.0,0.1798563369466728,0.1798563369466728,1.3567135666869536,-0.09041847800993097,1.9891546606979889,0.1330198527074251,0.1330198527074251,1.0398183207687997,12.0,12,0.14246575342465753,365
absorption_q80_hold10_ma50,development,stress,absorption,50,0.8,10.0,0.26290495133243685,0.338792690144472,1.8866007032893783,-0.06750482879492703,5.018791932258514,0.2145059063185577,0.2749687465133239,1.5835837169056013,5.0,4,0.1232876712328767,292
absorption_q80_hold10_ma50,validation,stress,absorption,50,0.8,10.0,0.15878979319879827,0.15878979319879827,1.2142661643476511,-0.09041847800993086,1.756165296006841,0.11278726638063974,0.11278726638063974,0.8977949089905675,12.0,12,0.14246575342465753,365
absorption_q80_hold10_ma100,development,base,absorption,100,0.8,10.0,0.2178701846069928,0.2793849805686841,1.6735014271630129,-0.06750482879492692,4.138740673166188,0.17119105903597043,0.21838539771105903,1.3562113599655972,7.5,6,0.11643835616438356,292
absorption_q80_hold10_ma100,validation,base,absorption,100,0.8,10.0,0.1327783822912827,0.1327783822912827,1.1592866731779057,-0.09041847800993108,1.4684872518723333,0.08780577340362772,0.08780577340362772,0.8007565617980725,6.0,6,0.13424657534246576,365
absorption_q80_hold10_ma100,development,stress,absorption,100,0.8,10.0,0.20694350260987515,0.2650528704597206,1.5989497188256003,-0.0675048287949267,3.926428304335475,0.16068176054878625,0.2047347838870126,1.2819782612471213,7.5,6,0.11643835616438356,292
absorption_q80_hold10_ma100,validation,stress,absorption,100,0.8,10.0,0.12266783511398316,0.12266783511398316,1.0824288643122,-0.0904184780099313,1.356667772051081,0.07809551151685201,0.07809551151685201,0.7229717931737353,6.0,6,0.13424657534246576,365
